date,store_id,sku_id,category,temperature,is_weekend,quantity,day_of_week,week_of_year,month,lag_1,lag_7,lag_14,rolling_mean_7,rolling_std_7,baseline_7d,prediction_model,prediction_baseline_7d,critical_ratio,forecast_error_rmse,recommended_order,expected_leftover,expected_stockout
2024-06-18,1,SKU_001,ultra_fresh,21.5,0,37,1,25,6,28.0,18.0,28.0,27.142857142857142,7.9671946427955715,27.142857142857142,24.552691165368014,27.142857142857142,0.4166666666666667,6.831083982003096,24,0,13
2024-06-19,1,SKU_001,ultra_fresh,25.1,0,31,2,25,6,37.0,28.0,24.0,29.857142857142858,7.559289460184537,29.857142857142858,26.886697675853156,29.857142857142858,0.4166666666666667,6.831083982003096,26,0,5
2024-06-20,1,SKU_001,ultra_fresh,16.6,0,28,3,25,6,31.0,40.0,24.0,30.285714285714285,7.521398046336096,30.285714285714285,25.19142071730527,30.285714285714285,0.4166666666666667,6.831083982003096,24,0,4
2024-06-21,1,SKU_001,ultra_fresh,17.6,0,23,4,25,6,28.0,23.0,34.0,28.571428571428573,6.187545093630771,28.571428571428573,25.55926571880195,28.571428571428573,0.4166666666666667,6.831083982003096,25,2,0
2024-06-22,1,SKU_001,ultra_fresh,15.7,1,29,5,25,6,23.0,19.0,35.0,28.571428571428573,6.187545093630771,28.571428571428573,28.90440090209675,28.571428571428573,0.4166666666666667,6.831083982003096,28,0,1
2024-06-23,1,SKU_001,ultra_fresh,22.8,1,56,6,25,6,29.0,34.0,38.0,30.0,4.54606056566194,30.0,31.7582727691051,30.0,0.4166666666666667,6.831083982003096,31,0,25
2024-06-24,1,SKU_001,ultra_fresh,25.8,0,27,0,26,6,56.0,28.0,32.0,33.142857142857146,10.91525799708174,33.142857142857146,30.822758246351285,33.142857142857146,0.4166666666666667,6.831083982003096,30,3,0
2024-06-25,1,SKU_001,ultra_fresh,20.1,0,29,1,26,6,27.0,37.0,18.0,33.0,10.99999999999999,33.0,27.244600488687546,33.0,0.4166666666666667,6.831083982003096,26,0,3
2024-06-26,1,SKU_001,ultra_fresh,19.3,0,26,2,26,6,29.0,31.0,28.0,31.857142857142858,10.930516478016502,31.857142857142858,27.610515670303403,31.857142857142858,0.4166666666666667,6.831083982003096,27,1,0
2024-06-27,1,SKU_001,ultra_fresh,23.5,0,30,3,26,6,26.0,28.0,40.0,31.142857142857142,11.156889820921885,31.142857142857142,29.558826980483506,31.142857142857142,0.4166666666666667,6.831083982003096,29,0,1
2024-06-28,1,SKU_001,ultra_fresh,17.7,0,35,4,26,6,30.0,23.0,23.0,31.428571428571427,11.088389466120892,31.428571428571427,26.43784885624095,31.428571428571427,0.4166666666666667,6.831083982003096,26,0,9
2024-06-08,1,SKU_002,grocery,26.6,1,27,5,23,6,24.0,18.0,15.0,19.285714285714285,4.60848079502293,19.285714285714285,21.503736592868457,19.285714285714285,0.55,6.831083982003096,23,0,4
2024-06-09,1,SKU_002,grocery,23.4,1,26,6,23,6,27.0,20.0,21.0,20.571428571428573,5.380741673076384,20.571428571428573,22.66108500750357,20.571428571428573,0.55,6.831083982003096,24,0,2
2024-06-10,1,SKU_002,grocery,24.9,0,24,0,24,6,26.0,25.0,16.0,21.428571428571427,5.740416444159848,21.428571428571427,19.11848943020049,21.428571428571427,0.55,6.831083982003096,20,0,4
2024-06-11,1,SKU_002,grocery,20.3,0,18,1,24,6,24.0,13.0,11.0,21.285714285714285,5.648430038936638,21.285714285714285,17.529492882339078,21.285714285714285,0.55,6.831083982003096,19,1,0
2024-06-12,1,SKU_002,grocery,18.7,0,12,2,24,6,18.0,14.0,14.0,22.0,4.654746681256294,22.0,18.05457559517049,22.0,0.55,6.831083982003096,19,7,0
2024-06-13,1,SKU_002,grocery,24.3,0,18,3,24,6,12.0,21.0,19.0,21.714285714285715,5.2508502712825855,21.714285714285715,19.557738216500347,21.714285714285715,0.55,6.831083982003096,21,3,0
2024-06-14,1,SKU_002,grocery,20.9,0,17,4,24,6,18.0,24.0,13.0,21.285714285714285,5.43796180304978,21.285714285714285,17.7492200720139,21.285714285714285,0.55,6.831083982003096,19,2,0
2024-06-15,1,SKU_002,grocery,17.6,1,22,5,24,6,17.0,27.0,18.0,20.285714285714285,5.498917642417927,20.285714285714285,20.47980036668507,20.285714285714285,0.55,6.831083982003096,22,0,0
2024-06-16,1,SKU_002,grocery,23.2,1,17,6,24,6,22.0,26.0,20.0,19.571428571428573,4.7559486560567015,19.571428571428573,21.44012131914004,19.571428571428573,0.55,6.831083982003096,23,6,0
2024-06-17,1,SKU_002,grocery,22.8,0,20,0,25,6,17.0,24.0,25.0,18.285714285714285,3.860668582611293,18.285714285714285,17.14233823055958,18.285714285714285,0.55,6.831083982003096,19,0,1
2024-06-18,1,SKU_002,grocery,21.5,0,25,1,25,6,20.0,18.0,13.0,17.714285714285715,3.0937725468153885,17.714285714285715,14.949945862176094,17.714285714285715,0.55,6.831083982003096,16,0,9
2024-06-19,1,SKU_002,grocery,25.1,0,24,2,25,6,25.0,12.0,14.0,18.714285714285715,4.151878519188055,18.714285714285715,16.821326808384043,18.714285714285715,0.55,6.831083982003096,18,0,6
2024-06-20,1,SKU_002,grocery,16.6,0,22,3,25,6,24.0,18.0,21.0,20.428571428571427,3.3094381626464684,20.428571428571427,17.168596621436816,20.428571428571427,0.55,6.831083982003096,19,0,3
2024-06-21,1,SKU_002,grocery,17.6,0,12,4,25,6,22.0,17.0,24.0,21.0,3.162277660168356,21.0,18.231767897278743,21.0,0.55,6.831083982003096,20,8,0
2024-06-22,1,SKU_002,grocery,15.7,1,19,5,25,6,12.0,22.0,27.0,20.285714285714285,4.498677054212175,20.285714285714285,21.13886552831664,20.285714285714285,0.55,6.831083982003096,22,3,0
2024-06-23,1,SKU_002,grocery,22.8,1,28,6,25,6,19.0,17.0,26.0,19.857142857142858,4.450789122113485,19.857142857142858,22.347664420979328,19.857142857142858,0.55,6.831083982003096,24,0,4
2024-06-24,1,SKU_002,grocery,25.8,0,15,0,26,6,28.0,20.0,24.0,21.428571428571427,5.159365040297831,21.428571428571427,20.22324745515146,21.428571428571427,0.55,6.831083982003096,22,7,0
2024-06-25,1,SKU_002,grocery,20.1,0,22,1,26,6,15.0,25.0,18.0,20.714285714285715,5.70713838726804,20.714285714285715,17.483571288022155,20.714285714285715,0.55,6.831083982003096,19,0,3
2024-06-26,1,SKU_002,grocery,19.3,0,14,2,26,6,22.0,24.0,12.0,20.285714285714285,5.437961803049785,20.285714285714285,16.284167346414158,20.285714285714285,0.55,6.831083982003096,18,4,0
2024-06-27,1,SKU_002,grocery,23.5,0,15,3,26,6,14.0,22.0,18.0,18.857142857142858,5.610364558225292,18.857142857142858,16.815498329025875,18.857142857142858,0.55,6.831083982003096,18,3,0
2024-06-28,1,SKU_002,grocery,17.7,0,13,4,26,6,15.0,12.0,17.0,17.857142857142858,5.5805785670356105,17.857142857142858,14.82706069950963,17.857142857142858,0.55,6.831083982003096,16,3,0
2024-06-08,1,SKU_003,bakery,26.6,1,26,5,23,6,23.0,25.0,23.0,26.285714285714285,5.648430038936644,26.285714285714285,27.974536998103307,26.285714285714285,0.45,6.831083982003096,28,2,0
2024-06-09,1,SKU_003,bakery,23.4,1,34,6,23,6,26.0,18.0,31.0,26.428571428571427,5.623081683476378,26.428571428571427,28.60047198182516,26.428571428571427,0.45,6.831083982003096,28,0,6
2024-06-10,1,SKU_003,bakery,24.9,0,24,0,24,6,34.0,36.0,28.0,28.714285714285715,4.82059075613094,28.714285714285715,26.31890118970264,28.714285714285715,0.45,6.831083982003096,26,2,0
2024-06-11,1,SKU_003,bakery,20.3,0,12,1,24,6,24.0,27.0,14.0,27.0,3.829708431025339,27.0,22.16135083049055,27.0,0.45,6.831083982003096,22,10,0
2024-06-12,1,SKU_003,bakery,18.7,0,16,2,24,6,12.0,25.0,21.0,24.857142857142858,6.841748592978536,24.857142857142858,21.065071209867146,24.857142857142858,0.45,6.831083982003096,21,5,0
2024-06-13,1,SKU_003,bakery,24.3,0,22,3,24,6,16.0,30.0,27.0,23.571428571428573,7.612646120264686,23.571428571428573,22.05141659471639,23.571428571428573,0.45,6.831083982003096,22,0,0
2024-06-14,1,SKU_003,bakery,20.9,0,24,4,24,6,22.0,23.0,42.0,22.428571428571427,7.06769983462661,22.428571428571427,22.56026666653294,22.428571428571427,0.45,6.831083982003096,22,0,2
2024-06-15,1,SKU_003,bakery,17.6,1,19,5,24,6,24.0,26.0,25.0,22.571428571428573,7.09124208342335,22.571428571428573,23.328400156857843,22.571428571428573,0.45,6.831083982003096,23,4,0
2024-06-16,1,SKU_003,bakery,23.2,1,24,6,24,6,19.0,34.0,18.0,21.571428571428573,7.020378500174643,21.571428571428573,22.670738410686077,21.571428571428573,0.45,6.831083982003096,22,0,2
2024-06-17,1,SKU_003,bakery,22.8,0,26,0,25,6,24.0,24.0,36.0,20.142857142857142,4.705619740571616,20.142857142857142,20.143778783540814,20.142857142857142,0.45,6.831083982003096,20,0,6
2024-06-18,1,SKU_003,bakery,21.5,0,20,1,25,6,26.0,12.0,27.0,20.428571428571427,5.028490259085167,20.428571428571427,19.12496630716052,20.428571428571427,0.45,6.831083982003096,19,0,1
2024-06-19,1,SKU_003,bakery,25.1,0,44,2,25,6,20.0,16.0,25.0,21.571428571428573,3.457221565416519,21.571428571428573,20.381937573566898,21.571428571428573,0.45,6.831083982003096,20,0,24
2024-06-20,1,SKU_003,bakery,16.6,0,20,3,25,6,44.0,22.0,30.0,25.571428571428573,8.482474930843056,25.571428571428573,22.69384222938974,25.571428571428573,0.45,6.831083982003096,22,2,0
2024-06-21,1,SKU_003,bakery,17.6,0,25,4,25,6,20.0,24.0,23.0,25.285714285714285,8.65475371716387,25.285714285714285,21.508323971926234,25.285714285714285,0.45,6.831083982003096,21,0,4
2024-06-22,1,SKU_003,bakery,15.7,1,31,5,25,6,25.0,19.0,26.0,25.428571428571427,8.638231741453083,25.428571428571427,25.34600546989623,25.428571428571427,0.45,6.831083982003096,25,0,6
2024-06-23,1,SKU_003,bakery,22.8,1,39,6,25,6,31.0,24.0,34.0,27.142857142857142,8.335237877600756,27.142857142857142,29.261458357099112,27.142857142857142,0.45,6.831083982003096,29,0,10
2024-06-24,1,SKU_003,bakery,25.8,0,22,0,26,6,39.0,26.0,24.0,29.285714285714285,9.268482179125217,29.285714285714285,26.545190464927504,29.285714285714285,0.45,6.831083982003096,26,4,0
2024-06-25,1,SKU_003,bakery,20.1,0,18,1,26,6,22.0,20.0,12.0,28.714285714285715,9.621404708847267,28.714285714285715,23.23731463819801,28.714285714285715,0.45,6.831083982003096,23,5,0
2024-06-26,1,SKU_003,bakery,19.3,0,16,2,26,6,18.0,44.0,16.0,28.428571428571427,9.94748113606559,28.428571428571427,23.01438257519252,28.428571428571427,0.45,6.831083982003096,23,7,0
2024-06-27,1,SKU_003,bakery,23.5,0,22,3,26,6,16.0,20.0,22.0,24.428571428571427,8.100558475750153,24.428571428571427,21.83931821231367,24.428571428571427,0.45,6.831083982003096,21,0,1
2024-06-28,1,SKU_003,bakery,17.7,0,25,4,26,6,22.0,25.0,24.0,24.714285714285715,7.952238379104039,24.714285714285715,21.09187822589909,24.714285714285715,0.45,6.831083982003096,21,0,4
2024-06-08,1,SKU_004,drinks,26.6,1,61,5,23,6,31.0,37.0,29.0,39.0,16.42153058233814,39.0,38.97956979472589,39.0,0.5416666666666666,6.831083982003096,40,0,21
2024-06-09,1,SKU_004,drinks,23.4,1,37,6,23,6,61.0,51.0,53.0,42.42857142857143,18.32900381778511,42.42857142857143,44.32961093489825,42.42857142857143,0.5416666666666666,6.831083982003096,46,9,0
2024-06-10,1,SKU_004,drinks,24.9,0,47,0,24,6,37.0,68.0,42.0,40.42857142857143,17.998677200071707,40.42857142857143,37.32591869296684,40.42857142857143,0.5416666666666666,6.831083982003096,39,0,8
2024-06-11,1,SKU_004,drinks,20.3,0,24,1,24,6,47.0,30.0,20.0,37.42857142857143,13.926678748085669,37.42857142857143,31.634029236429484,37.42857142857143,0.5416666666666666,6.831083982003096,33,9,0
2024-06-12,1,SKU_004,drinks,18.7,0,37,2,24,6,24.0,17.0,28.0,36.57142857142857,14.62711116223504,36.57142857142857,31.652026510634176,36.57142857142857,0.5416666666666666,6.831083982003096,33,0,4
2024-06-13,1,SKU_004,drinks,24.3,0,30,3,24,6,37.0,39.0,50.0,39.42857142857143,11.858290248558085,39.42857142857143,37.74455169879812,39.42857142857143,0.5416666666666666,6.831083982003096,39,9,0
2024-06-14,1,SKU_004,drinks,20.9,0,32,4,24,6,30.0,31.0,49.0,38.142857142857146,12.38855078191919,38.142857142857146,35.949672613646115,38.142857142857146,0.5416666666666666,6.831083982003096,37,5,0
2024-06-15,1,SKU_004,drinks,17.6,1,37,5,24,6,32.0,61.0,37.0,38.285714285714285,12.297889869326989,38.285714285714285,36.99054352341578,38.285714285714285,0.5416666666666666,6.831083982003096,38,1,0
2024-06-16,1,SKU_004,drinks,23.2,1,35,6,24,6,37.0,37.0,51.0,34.857142857142854,7.197883286739498,34.857142857142854,37.59192410014801,34.857142857142854,0.5416666666666666,6.831083982003096,39,4,0
2024-06-17,1,SKU_004,drinks,22.8,0,34,0,25,6,35.0,47.0,68.0,34.57142857142857,7.138093649734566,34.57142857142857,35.542577219875376,34.57142857142857,0.5416666666666666,6.831083982003096,37,3,0
2024-06-18,1,SKU_004,drinks,21.5,0,46,1,25,6,34.0,24.0,30.0,32.714285714285715,4.608480795022929,32.714285714285715,29.071007679804595,32.714285714285715,0.5416666666666666,6.831083982003096,30,0,16
2024-06-19,1,SKU_004,drinks,25.1,0,27,2,25,6,46.0,37.0,17.0,35.857142857142854,5.145501965424804,35.857142857142854,30.5758702202169,35.857142857142854,0.5416666666666666,6.831083982003096,32,5,0
2024-06-20,1,SKU_004,drinks,16.6,0,40,3,25,6,27.0,30.0,39.0,34.42857142857143,6.078847008469692,34.42857142857143,30.47335523412352,34.42857142857143,0.5416666666666666,6.831083982003096,32,0,8
2024-06-21,1,SKU_004,drinks,17.6,0,22,4,25,6,40.0,32.0,31.0,35.857142857142854,6.039552175136044,35.857142857142854,30.881484193578427,35.857142857142854,0.5416666666666666,6.831083982003096,32,10,0
2024-06-22,1,SKU_004,drinks,15.7,1,33,5,25,6,22.0,37.0,61.0,34.42857142857143,7.97615493950861,34.42857142857143,36.70906070241554,34.42857142857143,0.5416666666666666,6.831083982003096,38,5,0
2024-06-23,1,SKU_004,drinks,22.8,1,45,6,25,6,33.0,35.0,37.0,33.857142857142854,7.904188160474827,33.857142857142854,34.78260099057999,33.857142857142854,0.5416666666666666,6.831083982003096,36,0,9
2024-06-24,1,SKU_004,drinks,25.8,0,30,0,26,6,45.0,34.0,47.0,35.285714285714285,8.976158898517149,35.285714285714285,34.220725486637974,35.285714285714285,0.5416666666666666,6.831083982003096,35,5,0
2024-06-25,1,SKU_004,drinks,20.1,0,35,1,26,6,30.0,46.0,24.0,34.714285714285715,9.19627253681776,34.714285714285715,29.23076956728267,34.714285714285715,0.5416666666666666,6.831083982003096,30,0,5
2024-06-26,1,SKU_004,drinks,19.3,0,30,2,26,6,35.0,27.0,37.0,33.142857142857146,7.776643908280124,33.142857142857146,29.82910973880172,33.142857142857146,0.5416666666666666,6.831083982003096,31,1,0
2024-06-27,1,SKU_004,drinks,23.5,0,38,3,26,6,30.0,40.0,30.0,33.57142857142857,7.457817885886429,33.57142857142857,29.91657349004636,33.57142857142857,0.5416666666666666,6.831083982003096,31,0,7
2024-06-28,1,SKU_004,drinks,17.7,0,45,4,26,6,38.0,22.0,32.0,33.285714285714285,7.204495950776973,33.285714285714285,29.06237026915843,33.285714285714285,0.5416666666666666,6.831083982003096,30,0,15
2024-06-08,1,SKU_005,drinks,26.6,1,50,5,23,6,39.0,40.0,49.0,39.71428571428572,6.824326235712135,39.71428571428572,41.927558495322245,39.71428571428572,0.5416666666666666,6.831083982003096,43,0,7
2024-06-09,1,SKU_005,drinks,23.4,1,42,6,23,6,50.0,42.0,40.0,41.142857142857146,7.86190331977722,41.142857142857146,41.31745301164948,41.142857142857146,0.5416666666666666,6.831083982003096,43,1,0
2024-06-10,1,SKU_005,drinks,24.9,0,44,0,24,6,42.0,44.0,33.0,41.142857142857146,7.86190331977722,41.142857142857146,36.79781800993955,41.142857142857146,0.5416666666666666,6.831083982003096,38,0,6
2024-06-11,1,SKU_005,drinks,20.3,0,28,1,24,6,44.0,43.0,37.0,41.142857142857146,7.86190331977722,41.142857142857146,36.39255415196731,41.142857142857146,0.5416666666666666,6.831083982003096,38,10,0
2024-06-12,1,SKU_005,drinks,18.7,0,21,2,24,6,28.0,25.0,32.0,39.0,9.2014491612282,39.0,33.85479967962248,39.0,0.5416666666666666,6.831083982003096,35,14,0
2024-06-13,1,SKU_005,drinks,24.3,0,31,3,24,6,21.0,45.0,41.0,38.42857142857143,10.277112805601002,38.42857142857143,35.47935959334539,38.42857142857143,0.5416666666666666,6.831083982003096,37,6,0
2024-06-14,1,SKU_005,drinks,20.9,0,38,4,24,6,31.0,39.0,44.0,36.42857142857143,10.146545271784952,36.42857142857143,33.77807179629789,36.42857142857143,0.5416666666666666,6.831083982003096,35,0,3
2024-06-15,1,SKU_005,drinks,17.6,1,37,5,24,6,38.0,50.0,40.0,36.285714285714285,10.111285538352472,36.285714285714285,35.9670825351046,36.285714285714285,0.5416666666666666,6.831083982003096,37,0,0
2024-06-16,1,SKU_005,drinks,23.2,1,32,6,24,6,37.0,42.0,42.0,34.42857142857143,8.182443458550855,34.42857142857143,36.031269516060775,34.42857142857143,0.5416666666666666,6.831083982003096,37,5,0
2024-06-17,1,SKU_005,drinks,22.8,0,32,0,25,6,32.0,44.0,44.0,33.0,7.483314773547938,33.0,31.17648890121973,33.0,0.5416666666666666,6.831083982003096,32,0,0
2024-06-18,1,SKU_005,drinks,21.5,0,36,1,25,6,32.0,28.0,43.0,31.285714285714285,5.70713838726813,31.285714285714285,29.61176115458566,31.285714285714285,0.5416666666666666,6.831083982003096,31,0,5
2024-06-19,1,SKU_005,drinks,25.1,0,38,2,25,6,36.0,21.0,25.0,32.42857142857143,5.740416444159934,32.42857142857143,29.072891459333505,32.42857142857143,0.5416666666666666,6.831083982003096,30,0,8
2024-06-20,1,SKU_005,drinks,16.6,0,33,3,25,6,38.0,31.0,45.0,34.857142857142854,3.07834216359897,34.857142857142854,31.610512787291697,34.857142857142854,0.5416666666666666,6.831083982003096,33,0,0
2024-06-21,1,SKU_005,drinks,17.6,0,27,4,25,6,33.0,38.0,39.0,35.142857142857146,2.734262327610717,35.142857142857146,31.117097000324208,35.142857142857146,0.5416666666666666,6.831083982003096,32,5,0
2024-06-22,1,SKU_005,drinks,15.7,1,29,5,25,6,27.0,37.0,50.0,33.57142857142857,3.7796447300923735,33.57142857142857,34.51958651786173,33.57142857142857,0.5416666666666666,6.831083982003096,36,7,0
2024-06-23,1,SKU_005,drinks,22.8,1,63,6,25,6,29.0,32.0,42.0,32.42857142857143,3.77964473009238,32.42857142857143,34.19712059619057,32.42857142857143,0.5416666666666666,6.831083982003096,35,0,28
2024-06-24,1,SKU_005,drinks,25.8,0,31,0,26,6,63.0,32.0,44.0,36.85714285714285,12.130245551630756,36.85714285714285,35.36877788373953,36.85714285714285,0.5416666666666666,6.831083982003096,37,6,0
2024-06-25,1,SKU_005,drinks,20.1,0,28,1,26,6,31.0,36.0,28.0,36.71428571428572,12.202653887772222,36.71428571428572,31.56683560817006,36.71428571428572,0.5416666666666666,6.831083982003096,33,5,0
2024-06-26,1,SKU_005,drinks,19.3,0,37,2,26,6,28.0,38.0,21.0,35.57142857142857,12.647228192468958,35.57142857142857,29.54964807178482,35.57142857142857,0.5416666666666666,6.831083982003096,31,0,6
2024-06-27,1,SKU_005,drinks,23.5,0,25,3,26,6,37.0,33.0,31.0,35.42857142857143,12.620844436317046,35.42857142857143,31.829614499676342,35.42857142857143,0.5416666666666666,6.831083982003096,33,8,0
2024-06-28,1,SKU_005,drinks,17.7,0,25,4,26,6,25.0,27.0,38.0,34.285714285714285,13.225156403792075,34.285714285714285,30.60698739663715,34.285714285714285,0.5416666666666666,6.831083982003096,32,7,0
2024-06-08,1,SKU_006,grocery,26.6,1,29,5,23,6,13.0,31.0,23.0,19.571428571428573,6.679749068568946,19.571428571428573,22.542193575901976,19.571428571428573,0.55,6.831083982003096,24,0,5
2024-06-09,1,SKU_006,grocery,23.4,1,19,6,23,6,29.0,20.0,13.0,19.285714285714285,6.129553700835702,19.285714285714285,20.64292434703003,19.285714285714285,0.55,6.831083982003096,22,3,0
2024-06-10,1,SKU_006,grocery,24.9,0,16,0,24,6,19.0,25.0,21.0,19.142857142857142,6.1217800088038565,19.142857142857142,17.918365170668462,19.142857142857142,0.55,6.831083982003096,19,3,0
2024-06-11,1,SKU_006,grocery,20.3,0,21,1,24,6,16.0,13.0,11.0,17.857142857142858,5.610364558225293,17.857142857142858,14.752097197049933,17.857142857142858,0.55,6.831083982003096,16,0,5
2024-06-12,1,SKU_006,grocery,18.7,0,14,2,24,6,21.0,15.0,13.0,19.0,5.259911279353173,19.0,15.60156478283503,19.0,0.55,6.831083982003096,17,3,0
2024-06-13,1,SKU_006,grocery,24.3,0,12,3,24,6,14.0,20.0,20.0,18.857142857142858,5.39841246505463,18.857142857142858,17.48408047884706,18.857142857142858,0.55,6.831083982003096,19,7,0
2024-06-14,1,SKU_006,grocery,20.9,0,13,4,24,6,12.0,13.0,17.0,17.714285714285715,5.936168397046638,17.714285714285715,15.576764304352848,17.714285714285715,0.55,6.831083982003096,17,4,0
2024-06-15,1,SKU_006,grocery,17.6,1,11,5,24,6,13.0,29.0,31.0,17.714285714285715,5.936168397046638,17.714285714285715,20.11086958721034,17.714285714285715,0.55,6.831083982003096,21,10,0
2024-06-16,1,SKU_006,grocery,23.2,1,24,6,24,6,11.0,19.0,20.0,15.142857142857142,3.7161167647860167,15.142857142857142,17.91539290607909,15.142857142857142,0.55,6.831083982003096,19,0,5
2024-06-17,1,SKU_006,grocery,22.8,0,20,0,25,6,24.0,16.0,25.0,15.857142857142858,4.879500364742658,15.857142857142858,15.450198820113824,15.857142857142858,0.55,6.831083982003096,17,0,3
2024-06-18,1,SKU_006,grocery,21.5,0,16,1,25,6,20.0,21.0,13.0,16.428571428571427,5.126959555693241,16.428571428571427,13.95734271349508,16.428571428571427,0.55,6.831083982003096,15,0,1
2024-06-19,1,SKU_006,grocery,25.1,0,16,2,25,6,16.0,14.0,15.0,15.714285714285714,4.715728494951247,15.714285714285714,14.4909918353889,15.714285714285714,0.55,6.831083982003096,16,0,0
2024-06-20,1,SKU_006,grocery,16.6,0,15,3,25,6,16.0,12.0,20.0,16.0,4.654746681256306,16.0,13.599522415019392,16.0,0.55,6.831083982003096,15,0,0
2024-06-21,1,SKU_006,grocery,17.6,0,16,4,25,6,15.0,13.0,13.0,16.428571428571427,4.35343323738643,16.428571428571427,13.214404395143012,16.428571428571427,0.55,6.831083982003096,15,0,1
2024-06-22,1,SKU_006,grocery,15.7,1,19,5,25,6,16.0,11.0,29.0,16.857142857142858,4.099941927579434,16.857142857142858,18.893536754808125,16.857142857142858,0.55,6.831083982003096,20,1,0
2024-06-23,1,SKU_006,grocery,22.8,1,29,6,25,6,19.0,24.0,19.0,18.0,3.214550253664317,18.0,19.834301545189703,18.0,0.55,6.831083982003096,21,0,8
2024-06-24,1,SKU_006,grocery,25.8,0,21,0,26,6,29.0,20.0,16.0,18.714285714285715,4.889249625940766,18.714285714285715,17.04268307408613,18.714285714285715,0.55,6.831083982003096,18,0,3
2024-06-25,1,SKU_006,grocery,20.1,0,19,1,26,6,21.0,16.0,21.0,18.857142857142858,4.947341758580107,18.857142857142858,16.58595668204613,18.857142857142858,0.55,6.831083982003096,18,0,1
2024-06-26,1,SKU_006,grocery,19.3,0,14,2,26,6,19.0,16.0,14.0,19.285714285714285,4.785891965429427,19.285714285714285,15.82394165417012,19.285714285714285,0.55,6.831083982003096,17,3,0
2024-06-27,1,SKU_006,grocery,23.5,0,12,3,26,6,14.0,15.0,12.0,19.0,5.066228051190224,19.0,16.222229508998915,19.0,0.55,6.831083982003096,18,6,0
2024-06-28,1,SKU_006,grocery,17.7,0,14,4,26,6,12.0,16.0,13.0,18.571428571428573,5.563486402641869,18.571428571428573,14.774522432625126,18.571428571428573,0.55,6.831083982003096,16,2,0
2024-06-08,1,SKU_007,ultra_fresh,26.6,1,35,5,23,6,22.0,27.0,28.0,31.571428571428573,9.44911182523068,31.571428571428573,32.856132427487125,31.571428571428573,0.4166666666666667,6.831083982003096,32,0,3
2024-06-09,1,SKU_007,ultra_fresh,23.4,1,44,6,23,6,35.0,40.0,31.0,32.714285714285715,9.286446857549729,32.714285714285715,33.42855842528468,32.714285714285715,0.4166666666666667,6.831083982003096,32,0,12
2024-06-10,1,SKU_007,ultra_fresh,24.9,0,30,0,24,6,44.0,45.0,28.0,33.285714285714285,9.911513266807203,33.285714285714285,30.036034470172385,33.285714285714285,0.4166666666666667,6.831083982003096,29,0,1
2024-06-11,1,SKU_007,ultra_fresh,20.3,0,26,1,24,6,30.0,39.0,29.0,31.142857142857142,8.474050024015895,31.142857142857142,27.415473563084632,31.142857142857142,0.4166666666666667,6.831083982003096,26,0,0
