date,store_id,sku_id,category,temperature,is_weekend,quantity
2024-01-01,3,SKU_011,bakery,18.7,0,17
2024-01-01,3,SKU_012,grocery,18.7,0,12
2024-01-01,4,SKU_001,ultra_fresh,18.7,0,28
2024-01-01,4,SKU_002,grocery,18.7,0,21
2024-01-01,4,SKU_003,bakery,18.7,0,17
2024-01-01,4,SKU_004,drinks,18.7,0,40
2024-01-01,4,SKU_005,drinks,18.7,0,41
2024-01-01,4,SKU_006,grocery,18.7,0,16
2024-01-01,4,SKU_007,ultra_fresh,18.7,0,39
2024-01-01,4,SKU_008,bakery,18.7,0,21
2024-01-01,4,SKU_009,ultra_fresh,18.7,0,31
2024-01-01,4,SKU_010,ultra_fresh,18.7,0,37
2024-01-01,4,SKU_011,bakery,18.7,0,29
2024-01-01,4,SKU_012,grocery,18.7,0,21
2024-01-01,5,SKU_001,ultra_fresh,18.7,0,18
2024-01-01,5,SKU_002,grocery,18.7,0,15
2024-01-01,5,SKU_003,bakery,18.7,0,16
2024-01-01,5,SKU_004,drinks,18.7,0,27
2024-01-01,5,SKU_005,drinks,18.7,0,34
2024-01-01,5,SKU_006,grocery,18.7,0,19
2024-01-01,5,SKU_007,ultra_fresh,18.7,0,40
2024-01-01,5,SKU_008,bakery,18.7,0,28
2024-01-01,5,SKU_009,ultra_fresh,18.7,0,27
2024-01-01,5,SKU_010,ultra_fresh,18.7,0,37
2024-01-01,5,SKU_011,bakery,18.7,0,23
2024-01-01,5,SKU_012,grocery,18.7,0,15
2024-01-01,6,SKU_001,ultra_fresh,18.7,0,34
2024-01-01,6,SKU_002,grocery,18.7,0,17
2024-01-01,6,SKU_003,bakery,18.7,0,25
2024-01-01,6,SKU_004,drinks,18.7,0,34
2024-01-01,6,SKU_005,drinks,18.7,0,36
2024-01-01,6,SKU_006,grocery,18.7,0,23
2024-01-01,6,SKU_007,ultra_fresh,18.7,0,24
2024-01-01,6,SKU_008,bakery,18.7,0,27
2024-01-01,6,SKU_009,ultra_fresh,18.7,0,38
2024-01-01,6,SKU_010,ultra_fresh,18.7,0,26
2024-01-01,6,SKU_011,bakery,18.7,0,31
2024-01-01,6,SKU_012,grocery,18.7,0,23
2024-01-01,7,SKU_001,ultra_fresh,18.7,0,37
2024-01-01,7,SKU_002,grocery,18.7,0,19
2024-01-01,7,SKU_003,bakery,18.7,0,32
2024-01-01,7,SKU_004,drinks,18.7,0,52
2024-01-01,7,SKU_005,drinks,18.7,0,31
2024-01-01,7,SKU_006,grocery,18.7,0,15
2024-01-01,7,SKU_007,ultra_fresh,18.7,0,34
2024-01-01,7,SKU_008,bakery,18.7,0,22
2024-01-01,7,SKU_009,ultra_fresh,18.7,0,32
2024-01-01,7,SKU_010,ultra_fresh,18.7,0,25
2024-01-01,7,SKU_011,bakery,18.7,0,20
2024-01-01,7,SKU_012,grocery,18.7,0,23
2024-01-01,8,SKU_001,ultra_fresh,18.7,0,30
2024-01-01,8,SKU_002,grocery,18.7,0,19
2024-01-01,8,SKU_003,bakery,18.7,0,20
2024-01-01,8,SKU_004,drinks,18.7,0,30
2024-01-01,8,SKU_005,drinks,18.7,0,44
2024-01-01,8,SKU_006,grocery,18.7,0,23
2024-01-01,8,SKU_007,ultra_fresh,18.7,0,26
2024-01-01,8,SKU_008,bakery,18.7,0,15
2024-01-01,8,SKU_009,ultra_fresh,18.7,0,24
2024-01-01,8,SKU_010,ultra_fresh,18.7,0,26
2024-01-01,8,SKU_011,bakery,18.7,0,26
2024-01-01,8,SKU_012,grocery,18.7,0,20
2024-01-01,9,SKU_001,ultra_fresh,18.7,0,38
2024-01-01,9,SKU_002,grocery,18.7,0,17
2024-01-01,9,SKU_003,bakery,18.7,0,29
2024-01-01,9,SKU_004,drinks,18.7,0,41
2024-01-01,9,SKU_005,drinks,18.7,0,37
2024-01-01,9,SKU_006,grocery,18.7,0,20
2024-01-01,9,SKU_007,ultra_fresh,18.7,0,27
2024-01-01,9,SKU_008,bakery,18.7,0,33
2024-01-01,9,SKU_009,ultra_fresh,18.7,0,21
2024-01-01,9,SKU_010,ultra_fresh,18.7,0,25
2024-01-01,9,SKU_011,bakery,18.7,0,24
2024-01-01,9,SKU_012,grocery,18.7,0,28
2024-01-01,10,SKU_001,ultra_fresh,18.7,0,21
2024-01-01,10,SKU_002,grocery,18.7,0,13
2024-01-01,10,SKU_003,bakery,18.7,0,24
2024-01-01,10,SKU_004,drinks,18.7,0,31
2024-01-01,10,SKU_005,drinks,18.7,0,32
2024-01-01,10,SKU_006,grocery,18.7,0,22
2024-01-01,10,SKU_007,ultra_fresh,18.7,0,21
2024-01-01,10,SKU_008,bakery,18.7,0,19
2024-01-01,10,SKU_009,ultra_fresh,18.7,0,25
2024-01-01,10,SKU_010,ultra_fresh,18.7,0,25
2024-01-01,10,SKU_011,bakery,18.7,0,16
2024-01-01,10,SKU_012,grocery,18.7,0,11
2024-01-01,11,SKU_001,ultra_fresh,18.7,0,34
2024-01-01,11,SKU_002,grocery,18.7,0,23
2024-01-01,11,SKU_003,bakery,18.7,0,26
2024-01-01,11,SKU_004,drinks,18.7,0,43
2024-01-01,11,SKU_005,drinks,18.7,0,34
2024-01-01,11,SKU_006,grocery,18.7,0,16
2024-01-01,11,SKU_007,ultra_fresh,18.7,0,29
2024-01-01,11,SKU_008,bakery,18.7,0,21
2024-01-01,11,SKU_009,ultra_fresh,18.7,0,27
2024-01-01,11,SKU_010,ultra_fresh,18.7,0,27
2024-01-01,11,SKU_011,bakery,18.7,0,34
2024-01-01,11,SKU_012,grocery,18.7,0,17
2024-01-01,12,SKU_001,ultra_fresh,18.7,0,36
2024-01-01,12,SKU_002,grocery,18.7,0,22
2024-01-01,12,SKU_003,bakery,18.7,0,25
2024-01-01,12,SKU_004,drinks,18.7,0,35
2024-01-01,12,SKU_005,drinks,18.7,0,49
2024-01-01,12,SKU_006,grocery,18.7,0,23
2024-01-01,12,SKU_007,ultra_fresh,18.7,0,38
2024-01-01,12,SKU_008,bakery,18.7,0,39
2024-01-01,12,SKU_009,ultra_fresh,18.7,0,35
2024-01-01,12,SKU_010,ultra_fresh,18.7,0,29
2024-01-01,12,SKU_011,bakery,18.7,0,20
2024-01-01,12,SKU_012,grocery,18.7,0,17
2024-01-01,13,SKU_001,ultra_fresh,18.7,0,29
2024-01-01,13,SKU_002,grocery,18.7,0,19
2024-01-01,13,SKU_003,bakery,18.7,0,35
2024-01-01,13,SKU_004,drinks,18.7,0,28
2024-01-01,13,SKU_005,drinks,18.7,0,39
2024-01-01,13,SKU_006,grocery,18.7,0,23
2024-01-01,13,SKU_007,ultra_fresh,18.7,0,27
2024-01-01,13,SKU_008,bakery,18.7,0,30
2024-01-01,13,SKU_009,ultra_fresh,18.7,0,28
2024-01-01,13,SKU_010,ultra_fresh,18.7,0,24
2024-01-01,13,SKU_011,bakery,18.7,0,36
2024-01-01,13,SKU_012,grocery,18.7,0,18
2024-01-01,14,SKU_001,ultra_fresh,18.7,0,35
2024-01-01,14,SKU_002,grocery,18.7,0,16
2024-01-01,14,SKU_003,bakery,18.7,0,32
2024-01-01,14,SKU_004,drinks,18.7,0,38
2024-01-01,14,SKU_005,drinks,18.7,0,23
2024-01-01,14,SKU_006,grocery,18.7,0,19
2024-01-01,14,SKU_007,ultra_fresh,18.7,0,25
2024-01-01,14,SKU_008,bakery,18.7,0,19
2024-01-01,14,SKU_009,ultra_fresh,18.7,0,25
2024-01-01,14,SKU_010,ultra_fresh,18.7,0,34
2024-01-01,14,SKU_011,bakery,18.7,0,28
2024-01-01,14,SKU_012,grocery,18.7,0,21
2024-01-01,15,SKU_001,ultra_fresh,18.7,0,20
2024-01-01,15,SKU_002,grocery,18.7,0,13
2024-01-01,15,SKU_003,bakery,18.7,0,27
2024-01-01,15,SKU_004,drinks,18.7,0,36
2024-01-01,15,SKU_005,drinks,18.7,0,30
2024-01-01,15,SKU_006,grocery,18.7,0,26
2024-01-01,15,SKU_007,ultra_fresh,18.7,0,15
2024-01-01,15,SKU_008,bakery,18.7,0,18
2024-01-01,15,SKU_009,ultra_fresh,18.7,0,33
2024-01-01,15,SKU_010,ultra_fresh,18.7,0,35
2024-01-01,15,SKU_011,bakery,18.7,0,28
2024-01-01,15,SKU_012,grocery,18.7,0,15
2024-01-01,16,SKU_001,ultra_fresh,18.7,0,36
2024-01-01,16,SKU_002,grocery,18.7,0,23
2024-01-01,16,SKU_003,bakery,18.7,0,36
2024-01-01,16,SKU_004,drinks,18.7,0,34
2024-01-01,16,SKU_005,drinks,18.7,0,40
2024-01-01,16,SKU_006,grocery,18.7,0,24
2024-01-01,16,SKU_007,ultra_fresh,18.7,0,27
2024-01-01,16,SKU_008,bakery,18.7,0,26
2024-01-01,16,SKU_009,ultra_fresh,18.7,0,37
2024-01-01,16,SKU_010,ultra_fresh,18.7,0,45
2024-01-01,16,SKU_011,bakery,18.7,0,29
2024-01-01,16,SKU_012,grocery,18.7,0,21
2024-01-01,17,SKU_001,ultra_fresh,18.7,0,24
2024-01-01,17,SKU_002,grocery,18.7,0,17
2024-01-01,17,SKU_003,bakery,18.7,0,26
2024-01-01,17,SKU_004,drinks,18.7,0,33
2024-01-01,17,SKU_005,drinks,18.7,0,36
2024-01-01,17,SKU_006,grocery,18.7,0,18
2024-01-01,17,SKU_007,ultra_fresh,18.7,0,29
2024-01-01,17,SKU_008,bakery,18.7,0,27
2024-01-01,17,SKU_009,ultra_fresh,18.7,0,31
2024-01-01,17,SKU_010,ultra_fresh,18.7,0,33
2024-01-01,17,SKU_011,bakery,18.7,0,23
2024-01-01,17,SKU_012,grocery,18.7,0,16
2024-01-01,18,SKU_001,ultra_fresh,18.7,0,33
2024-01-01,18,SKU_002,grocery,18.7,0,26
2024-01-01,18,SKU_003,bakery,18.7,0,34
2024-01-01,18,SKU_004,drinks,18.7,0,31
2024-01-01,18,SKU_005,drinks,18.7,0,47
2024-01-01,18,SKU_006,grocery,18.7,0,18
2024-01-01,18,SKU_007,ultra_fresh,18.7,0,26
2024-01-01,18,SKU_008,bakery,18.7,0,32
2024-01-01,18,SKU_009,ultra_fresh,18.7,0,31
2024-01-01,18,SKU_010,ultra_fresh,18.7,0,34
2024-01-01,18,SKU_011,bakery,18.7,0,26
2024-01-01,18,SKU_012,grocery,18.7,0,18
2024-01-01,19,SKU_001,ultra_fresh,18.7,0,21
2024-01-01,19,SKU_002,grocery,18.7,0,15
2024-01-01,19,SKU_003,bakery,18.7,0,14
2024-01-01,19,SKU_004,drinks,18.7,0,26
2024-01-01,19,SKU_005,drinks,18.7,0,32
2024-01-01,19,SKU_006,grocery,18.7,0,14
2024-01-01,19,SKU_007,ultra_fresh,18.7,0,18
2024-01-01,19,SKU_008,bakery,18.7,0,9
2024-01-01,19,SKU_009,ultra_fresh,18.7,0,20
2024-01-01,19,SKU_010,ultra_fresh,18.7,0,24
2024-01-01,19,SKU_011,bakery,18.7,0,12
2024-01-01,19,SKU_012,grocery,18.7,0,19
2024-01-01,20,SKU_001,ultra_fresh,18.7,0,30
2024-01-01,20,SKU_002,grocery,18.7,0,9
2024-01-01,20,SKU_003,bakery,18.7,0,24
2024-01-01,20,SKU_004,drinks,18.7,0,40
2024-01-01,20,SKU_005,drinks,18.7,0,33
2024-01-01,20,SKU_006,grocery,18.7,0,19
2024-01-01,20,SKU_007,ultra_fresh,18.7,0,25
2024-01-01,20,SKU_008,bakery,18.7,0,24
2024-01-01,20,SKU_009,ultra_fresh,18.7,0,26
2024-01-01,20,SKU_010,ultra_fresh,18.7,0,29
2024-01-01,20,SKU_011,bakery,18.7,0,21
2024-01-01,20,SKU_012,grocery,18.7,0,17
2024-01-01,21,SKU_001,ultra_fresh,18.7,0,26
2024-01-01,21,SKU_002,grocery,18.7,0,15
2024-01-01,21,SKU_003,bakery,18.7,0,27
2024-01-01,21,SKU_004,drinks,18.7,0,35
2024-01-01,21,SKU_005,drinks,18.7,0,32
2024-01-01,21,SKU_006,grocery,18.7,0,15
2024-01-01,21,SKU_007,ultra_fresh,18.7,0,20
2024-01-01,21,SKU_008,bakery,18.7,0,23
2024-01-01,21,SKU_009,ultra_fresh,18.7,0,17
2024-01-01,21,SKU_010,ultra_fresh,18.7,0,27
2024-01-01,21,SKU_011,bakery,18.7,0,24
2024-01-01,21,SKU_012,grocery,18.7,0,15
2024-01-01,22,SKU_001,ultra_fresh,18.7,0,36
2024-01-01,22,SKU_002,grocery,18.7,0,17
2024-01-01,22,SKU_003,bakery,18.7,0,18
2024-01-01,22,SKU_004,drinks,18.7,0,40
2024-01-01,22,SKU_005,drinks,18.7,0,44
2024-01-01,22,SKU_006,grocery,18.7,0,23
2024-01-01,22,SKU_007,ultra_fresh,18.7,0,25
2024-01-01,22,SKU_008,bakery,18.7,0,32
2024-01-01,22,SKU_009,ultra_fresh,18.7,0,30
2024-01-01,22,SKU_010,ultra_fresh,18.7,0,38
2024-01-01,22,SKU_011,bakery,18.7,0,21
2024-01-01,22,SKU_012,grocery,18.7,0,17
2024-01-01,23,SKU_001,ultra_fresh,18.7,0,28
2024-01-01,23,SKU_002,grocery,18.7,0,14
2024-01-01,23,SKU_003,bakery,18.7,0,18
2024-01-01,23,SKU_004,drinks,18.7,0,30
2024-01-01,23,SKU_005,drinks,18.7,0,29
2024-01-01,23,SKU_006,grocery,18.7,0,12
2024-01-01,23,SKU_007,ultra_fresh,18.7,0,28
2024-01-01,23,SKU_008,bakery,18.7,0,31
2024-01-01,23,SKU_009,ultra_fresh,18.7,0,20
2024-01-01,23,SKU_010,ultra_fresh,18.7,0,17
2024-01-01,23,SKU_011,bakery,18.7,0,25
2024-01-01,23,SKU_012,grocery,18.7,0,20
2024-01-01,24,SKU_001,ultra_fresh,18.7,0,35
2024-01-01,24,SKU_002,grocery,18.7,0,15
2024-01-01,24,SKU_003,bakery,18.7,0,23
2024-01-01,24,SKU_004,drinks,18.7,0,34
2024-01-01,24,SKU_005,drinks,18.7,0,29
2024-01-01,24,SKU_006,grocery,18.7,0,15
2024-01-01,24,SKU_007,ultra_fresh,18.7,0,34
2024-01-01,24,SKU_008,bakery,18.7,0,24
2024-01-01,24,SKU_009,ultra_fresh,18.7,0,32
2024-01-01,24,SKU_010,ultra_fresh,18.7,0,30
2024-01-01,24,SKU_011,bakery,18.7,0,30
2024-01-01,24,SKU_012,grocery,18.7,0,13
2024-01-01,25,SKU_001,ultra_fresh,18.7,0,33
2024-01-01,25,SKU_002,grocery,18.7,0,14
2024-01-01,25,SKU_003,bakery,18.7,0,24
2024-01-01,25,SKU_004,drinks,18.7,0,39
2024-01-01,25,SKU_005,drinks,18.7,0,36
2024-01-01,25,SKU_006,grocery,18.7,0,15
2024-01-01,25,SKU_007,ultra_fresh,18.7,0,28
2024-01-01,25,SKU_008,bakery,18.7,0,27
2024-01-01,25,SKU_009,ultra_fresh,18.7,0,40
2024-01-01,25,SKU_010,ultra_fresh,18.7,0,33
2024-01-01,25,SKU_011,bakery,18.7,0,26
2024-01-01,25,SKU_012,grocery,18.7,0,18
2024-01-01,26,SKU_001,ultra_fresh,18.7,0,20
2024-01-01,26,SKU_002,grocery,18.7,0,10
2024-01-01,26,SKU_003,bakery,18.7,0,25
2024-01-01,26,SKU_004,drinks,18.7,0,24
2024-01-01,26,SKU_005,drinks,18.7,0,19
2024-01-01,26,SKU_006,grocery,18.7,0,3
2024-01-01,26,SKU_007,ultra_fresh,18.7,0,22
2024-01-01,26,SKU_008,bakery,18.7,0,18
2024-01-01,26,SKU_009,ultra_fresh,18.7,0,26
2024-01-01,26,SKU_010,ultra_fresh,18.7,0,26
2024-01-01,26,SKU_011,bakery,18.7,0,13
2024-01-01,26,SKU_012,grocery,18.7,0,18
2024-01-01,27,SKU_001,ultra_fresh,18.7,0,26
2024-01-01,27,SKU_002,grocery,18.7,0,22
2024-01-01,27,SKU_003,bakery,18.7,0,28
2024-01-01,27,SKU_004,drinks,18.7,0,27
2024-01-01,27,SKU_005,drinks,18.7,0,30
2024-01-01,27,SKU_006,grocery,18.7,0,20
2024-01-01,27,SKU_007,ultra_fresh,18.7,0,31
2024-01-01,27,SKU_008,bakery,18.7,0,30
2024-01-01,27,SKU_009,ultra_fresh,18.7,0,20
2024-01-01,27,SKU_010,ultra_fresh,18.7,0,30
2024-01-01,27,SKU_011,bakery,18.7,0,17
2024-01-01,27,SKU_012,grocery,18.7,0,23
2024-01-01,28,SKU_001,ultra_fresh,18.7,0,21
2024-01-01,28,SKU_002,grocery,18.7,0,17
2024-01-01,28,SKU_003,bakery,18.7,0,23
2024-01-01,28,SKU_004,drinks,18.7,0,25
2024-01-01,28,SKU_005,drinks,18.7,0,25
2024-01-01,28,SKU_006,grocery,18.7,0,16
2024-01-01,28,SKU_007,ultra_fresh,18.7,0,27
2024-01-01,28,SKU_008,bakery,18.7,0,22
2024-01-01,28,SKU_009,ultra_fresh,18.7,0,25
2024-01-01,28,SKU_010,ultra_fresh,18.7,0,29
2024-01-01,28,SKU_011,bakery,18.7,0,20
2024-01-01,28,SKU_012,grocery,18.7,0,21
2024-01-01,29,SKU_001,ultra_fresh,18.7,0,23
2024-01-01,29,SKU_002,grocery,18.7,0,14
2024-01-01,29,SKU_003,bakery,18.7,0,23
2024-01-01,29,SKU_004,drinks,18.7,0,39
2024-01-01,29,SKU_005,drinks,18.7,0,40
2024-01-01,29,SKU_006,grocery,18.7,0,12
2024-01-01,29,SKU_007,ultra_fresh,18.7,0,33
2024-01-01,29,SKU_008,bakery,18.7,0,23
2024-01-01,29,SKU_009,ultra_fresh,18.7,0,30
2024-01-01,29,SKU_010,ultra_fresh,18.7,0,27
2024-01-01,29,SKU_011,bakery,18.7,0,34
2024-01-01,29,SKU_012,grocery,18.7,0,14
2024-01-01,30,SKU_001,ultra_fresh,18.7,0,22
2024-01-01,30,SKU_002,grocery,18.7,0,21
2024-01-01,30,SKU_003,bakery,18.7,0,36
2024-01-01,30,SKU_004,drinks,18.7,0,26
2024-01-01,30,SKU_005,drinks,18.7,0,43
2024-01-01,30,SKU_006,grocery,18.7,0,14
2024-01-01,30,SKU_007,ultra_fresh,18.7,0,29
2024-01-01,30,SKU_008,bakery,18.7,0,21
2024-01-01,30,SKU_009,ultra_fresh,18.7,0,31
2024-01-01,30,SKU_010,ultra_fresh,18.7,0,21
2024-01-01,30,SKU_011,bakery,18.7,0,22
2024-01-01,30,SKU_012,grocery,18.7,0,28
2024-01-01,31,SKU_001,ultra_fresh,18.7,0,26
2024-01-01,31,SKU_002,grocery,18.7,0,12
2024-01-01,31,SKU_003,bakery,18.7,0,27
2024-01-01,31,SKU_004,drinks,18.7,0,28
2024-01-01,31,SKU_005,drinks,18.7,0,37
2024-01-01,31,SKU_006,grocery,18.7,0,16
2024-01-01,31,SKU_007,ultra_fresh,18.7,0,27
2024-01-01,31,SKU_008,bakery,18.7,0,29
2024-01-01,31,SKU_009,ultra_fresh,18.7,0,40
2024-01-01,31,SKU_010,ultra_fresh,18.7,0,37
2024-01-01,31,SKU_011,bakery,18.7,0,21
2024-01-01,31,SKU_012,grocery,18.7,0,14
2024-01-01,32,SKU_001,ultra_fresh,18.7,0,25
2024-01-01,32,SKU_002,grocery,18.7,0,17
2024-01-01,32,SKU_003,bakery,18.7,0,22
2024-01-01,32,SKU_004,drinks,18.7,0,45
2024-01-01,32,SKU_005,drinks,18.7,0,37
2024-01-01,32,SKU_006,grocery,18.7,0,20
2024-01-01,32,SKU_007,ultra_fresh,18.7,0,29
2024-01-01,32,SKU_008,bakery,18.7,0,25
2024-01-01,32,SKU_009,ultra_fresh,18.7,0,24
2024-01-01,32,SKU_010,ultra_fresh,18.7,0,25
2024-01-01,32,SKU_011,bakery,18.7,0,34
2024-01-01,32,SKU_012,grocery,18.7,0,21
2024-01-01,33,SKU_001,ultra_fresh,18.7,0,29
2024-01-01,33,SKU_002,grocery,18.7,0,22
2024-01-01,33,SKU_003,bakery,18.7,0,22
2024-01-01,33,SKU_004,drinks,18.7,0,32
2024-01-01,33,SKU_005,drinks,18.7,0,37
2024-01-01,33,SKU_006,grocery,18.7,0,23
2024-01-01,33,SKU_007,ultra_fresh,18.7,0,38
2024-01-01,33,SKU_008,bakery,18.7,0,27
2024-01-01,33,SKU_009,ultra_fresh,18.7,0,18
2024-01-01,33,SKU_010,ultra_fresh,18.7,0,22
2024-01-01,33,SKU_011,bakery,18.7,0,27
2024-01-01,33,SKU_012,grocery,18.7,0,26
2024-01-01,34,SKU_001,ultra_fresh,18.7,0,24
2024-01-01,34,SKU_002,grocery,18.7,0,17
2024-01-01,34,SKU_003,bakery,18.7,0,31
2024-01-01,34,SKU_004,drinks,18.7,0,24
2024-01-01,34,SKU_005,drinks,18.7,0,36
2024-01-01,34,SKU_006,grocery,18.7,0,15
2024-01-01,34,SKU_007,ultra_fresh,18.7,0,25
2024-01-01,34,SKU_008,bakery,18.7,0,19
2024-01-01,34,SKU_009,ultra_fresh,18.7,0,23
2024-01-01,34,SKU_010,ultra_fresh,18.7,0,28
2024-01-01,34,SKU_011,bakery,18.7,0,28
2024-01-01,34,SKU_012,grocery,18.7,0,17
2024-01-01,35,SKU_001,ultra_fresh,18.7,0,26
2024-01-01,35,SKU_002,grocery,18.7,0,19
2024-01-01,35,SKU_003,bakery,18.7,0,18
2024-01-01,35,SKU_004,drinks,18.7,0,39
2024-01-01,35,SKU_005,drinks,18.7,0,35
2024-01-01,35,SKU_006,grocery,18.7,0,14
2024-01-01,35,SKU_007,ultra_fresh,18.7,0,23
2024-01-01,35,SKU_008,bakery,18.7,0,30
2024-01-01,35,SKU_009,ultra_fresh,18.7,0,27
2024-01-01,35,SKU_010,ultra_fresh,18.7,0,38
2024-01-01,35,SKU_011,bakery,18.7,0,19
2024-01-01,35,SKU_012,grocery,18.7,0,16
2024-01-01,36,SKU_001,ultra_fresh,18.7,0,28
2024-01-01,36,SKU_002,grocery,18.7,0,20
2024-01-01,36,SKU_003,bakery,18.7,0,35
2024-01-01,36,SKU_004,drinks,18.7,0,33
2024-01-01,36,SKU_005,drinks,18.7,0,36
2024-01-01,36,SKU_006,grocery,18.7,0,17
2024-01-01,36,SKU_007,ultra_fresh,18.7,0,34
2024-01-01,36,SKU_008,bakery,18.7,0,30
2024-01-01,36,SKU_009,ultra_fresh,18.7,0,29
2024-01-01,36,SKU_010,ultra_fresh,18.7,0,32
2024-01-01,36,SKU_011,bakery,18.7,0,21
2024-01-01,36,SKU_012,grocery,18.7,0,18
2024-01-01,37,SKU_001,ultra_fresh,18.7,0,33
2024-01-01,37,SKU_002,grocery,18.7,0,12
2024-01-01,37,SKU_003,bakery,18.7,0,16
2024-01-01,37,SKU_004,drinks,18.7,0,25
2024-01-01,37,SKU_005,drinks,18.7,0,25
2024-01-01,37,SKU_006,grocery,18.7,0,14
2024-01-01,37,SKU_007,ultra_fresh,18.7,0,29
2024-01-01,37,SKU_008,bakery,18.7,0,28
2024-01-01,37,SKU_009,ultra_fresh,18.7,0,25
2024-01-01,37,SKU_010,ultra_fresh,18.7,0,26
2024-01-01,37,SKU_011,bakery,18.7,0,15
2024-01-01,37,SKU_012,grocery,18.7,0,16
2024-01-01,38,SKU_001,ultra_fresh,18.7,0,33
2024-01-01,38,SKU_002,grocery,18.7,0,24
2024-01-01,38,SKU_003,bakery,18.7,0,23
2024-01-01,38,SKU_004,drinks,18.7,0,42
2024-01-01,38,SKU_005,drinks,18.7,0,45
2024-01-01,38,SKU_006,grocery,18.7,0,25
2024-01-01,38,SKU_007,ultra_fresh,18.7,0,23
2024-01-01,38,SKU_008,bakery,18.7,0,16
2024-01-01,38,SKU_009,ultra_fresh,18.7,0,35
2024-01-01,38,SKU_010,ultra_fresh,18.7,0,32
2024-01-01,38,SKU_011,bakery,18.7,0,20
2024-01-01,38,SKU_012,grocery,18.7,0,20
2024-01-01,39,SKU_001,ultra_fresh,18.7,0,31
2024-01-01,39,SKU_002,grocery,18.7,0,17
2024-01-01,39,SKU_003,bakery,18.7,0,28
2024-01-01,39,SKU_004,drinks,18.7,0,39
2024-01-01,39,SKU_005,drinks,18.7,0,34
2024-01-01,39,SKU_006,grocery,18.7,0,25
2024-01-01,39,SKU_007,ultra_fresh,18.7,0,23
2024-01-01,39,SKU_008,bakery,18.7,0,22
2024-01-01,39,SKU_009,ultra_fresh,18.7,0,25
2024-01-01,39,SKU_010,ultra_fresh,18.7,0,32
2024-01-01,39,SKU_011,bakery,18.7,0,35
2024-01-01,39,SKU_012,grocery,18.7,0,17
2024-01-01,40,SKU_001,ultra_fresh,18.7,0,31
2024-01-01,40,SKU_002,grocery,18.7,0,18
2024-01-01,40,SKU_003,bakery,18.7,0,26
2024-01-01,40,SKU_004,drinks,18.7,0,33
2024-01-01,40,SKU_005,drinks,18.7,0,32
2024-01-01,40,SKU_006,grocery,18.7,0,22
2024-01-01,40,SKU_007,ultra_fresh,18.7,0,25
2024-01-01,40,SKU_008,bakery,18.7,0,24
2024-01-01,40,SKU_009,ultra_fresh,18.7,0,28
2024-01-01,40,SKU_010,ultra_fresh,18.7,0,17
2024-01-01,40,SKU_011,bakery,18.7,0,19
2024-01-01,40,SKU_012,grocery,18.7,0,19
2024-01-01,41,SKU_001,ultra_fresh,18.7,0,27
2024-01-01,41,SKU_002,grocery,18.7,0,26
2024-01-01,41,SKU_003,bakery,18.7,0,19
2024-01-01,41,SKU_004,drinks,18.7,0,28
2024-01-01,41,SKU_005,drinks,18.7,0,28
2024-01-01,41,SKU_006,grocery,18.7,0,14
2024-01-01,41,SKU_007,ultra_fresh,18.7,0,22
2024-01-01,41,SKU_008,bakery,18.7,0,30
2024-01-01,41,SKU_009,ultra_fresh,18.7,0,25
2024-01-01,41,SKU_010,ultra_fresh,18.7,0,25
2024-01-01,41,SKU_011,bakery,18.7,0,25
2024-01-01,41,SKU_012,grocery,18.7,0,11
